state,city_slug,city_name,facilities,band,live
ohio,mount-vernon,Mount Vernon,6,5-9,f
ohio,west-chester,West Chester,6,5-9,f
oklahoma,ada,Ada,6,5-9,f
oklahoma,muskogee,Muskogee,6,5-9,f
oregon,klamath-falls,Klamath Falls,6,5-9,f
oregon,ontario,Ontario,6,5-9,f
oregon,pendleton,Pendleton,6,5-9,f
oregon,redmond,Redmond,6,5-9,f
oregon,springfield,Springfield,6,5-9,f
pennsylvania,doylestown,Doylestown,6,5-9,f
pennsylvania,langhorne,Langhorne,6,5-9,f
pennsylvania,lebanon,Lebanon,6,5-9,f
pennsylvania,warren,Warren,6,5-9,f
pennsylvania,west-chester,West Chester,6,5-9,f
rhode-island,warwick,Warwick,6,5-9,f
tennessee,columbia,Columbia,6,5-9,f
texas,weatherford,Weatherford,6,5-9,f
utah,layton,Layton,6,5-9,f
utah,pleasant-grove,Pleasant Grove,6,5-9,f
vermont,montpelier,Montpelier,6,5-9,f
virginia,culpeper,Culpeper,6,5-9,f
virginia,galax,Galax,6,5-9,f
virginia,glen-allen,Glen Allen,6,5-9,f
virginia,leesburg,Leesburg,6,5-9,t
virginia,manassas,Manassas,6,5-9,f
virginia,martinsville,Martinsville,6,5-9,f
virginia,petersburg,Petersburg,6,5-9,f
virginia,suffolk,Suffolk,6,5-9,f
washington,kent,Kent,6,5-9,f
west-virginia,beckley,Beckley,6,5-9,f
west-virginia,morgantown,Morgantown,6,5-9,f
west-virginia,wheeling,Wheeling,6,5-9,f
wisconsin,fond-du-lac,Fond du Lac,6,5-9,f
alabama,opelika,Opelika,5,5-9,f
arizona,lake-havasu-city,Lake Havasu City,5,5-9,f
arkansas,monticello,Monticello,5,5-9,f
arkansas,paragould,Paragould,5,5-9,f
arkansas,searcy,Searcy,5,5-9,f
arkansas,texarkana,Texarkana,5,5-9,f
california,antioch,Antioch,5,5-9,f
california,berkeley,Berkeley,5,5-9,f
california,chula-vista,Chula Vista,5,5-9,f
california,downey,Downey,5,5-9,f
california,el-centro,El Centro,5,5-9,f
california,encino,Encino,5,5-9,f
california,fountain-valley,Fountain Valley,5,5-9,f
california,garden-grove,Garden Grove,5,5-9,f
california,grass-valley,Grass Valley,5,5-9,f
california,hayward,Hayward,5,5-9,f
california,laguna-hills,Laguna Hills,5,5-9,f
california,lake-forest,Lake Forest,5,5-9,f
california,marysville,Marysville,5,5-9,f
california,orange,Orange,5,5-9,f
california,santa-fe-springs,Santa Fe Springs,5,5-9,f
california,ventura,Ventura,5,5-9,f
california,victorville,Victorville,5,5-9,f
colorado,grand-junction,Grand Junction,5,5-9,f
colorado,greeley,Greeley,5,5-9,f
florida,cape-coral,Cape Coral,5,5-9,t
florida,cocoa,Cocoa,5,5-9,f
florida,deerfield-beach,Deerfield Beach,5,5-9,f
florida,leesburg,Leesburg,5,5-9,f
florida,melbourne,Melbourne,5,5-9,f
florida,naples,Naples,5,5-9,t
florida,stuart,Stuart,5,5-9,f
georgia,conyers,Conyers,5,5-9,f
georgia,fayetteville,Fayetteville,5,5-9,f
georgia,gainesville,Gainesville,5,5-9,f
georgia,griffin,Griffin,5,5-9,f
georgia,hinesville,Hinesville,5,5-9,f
georgia,waycross,Waycross,5,5-9,f
hawaii,kailua,Kailua,5,5-9,f
hawaii,kailua-kona,Kailua Kona,5,5-9,f
idaho,lewiston,Lewiston,5,5-9,f
idaho,rexburg,Rexburg,5,5-9,f
idaho,sandpoint,Sandpoint,5,5-9,f
illinois,cicero,Cicero,5,5-9,f
illinois,danville,Danville,5,5-9,f
illinois,decatur,Decatur,5,5-9,f
illinois,downers-grove,Downers Grove,5,5-9,f
illinois,kankakee,Kankakee,5,5-9,f
illinois,libertyville,Libertyville,5,5-9,f
illinois,loves-park,Loves Park,5,5-9,f
illinois,naperville,Naperville,5,5-9,f
illinois,park-ridge,Park Ridge,5,5-9,f
illinois,rock-island,Rock Island,5,5-9,f
illinois,westmont,Westmont,5,5-9,f
illinois,woodstock,Woodstock,5,5-9,f
indiana,auburn,Auburn,5,5-9,f
indiana,crawfordsville,Crawfordsville,5,5-9,f
iowa,ames,Ames,5,5-9,f
iowa,spencer,Spencer,5,5-9,f
iowa,west-des-moines,West Des Moines,5,5-9,f
kansas,lawrence,Lawrence,5,5-9,f
kentucky,danville,Danville,5,5-9,f
kentucky,florence,Florence,5,5-9,f
kentucky,georgetown,Georgetown,5,5-9,f
kentucky,henderson,Henderson,5,5-9,f
kentucky,hindman,Hindman,5,5-9,f
kentucky,mayfield,Mayfield,5,5-9,f
kentucky,murray,Murray,5,5-9,f
kentucky,olive-hill,Olive Hill,5,5-9,f
kentucky,whitesburg,Whitesburg,5,5-9,f
kentucky,winchester,Winchester,5,5-9,f
maine,brunswick,Brunswick,5,5-9,f
maine,houlton,Houlton,5,5-9,f
maine,rumford,Rumford,5,5-9,f
maryland,crownsville,Crownsville,5,5-9,f
maryland,gwynn-oak,Gwynn Oak,5,5-9,f
maryland,havre-de-grace,Havre de Grace,5,5-9,f
maryland,lanham,Lanham,5,5-9,f
maryland,lutherville-timonium,Lutherville Timonium,5,5-9,f
maryland,pikesville,Pikesville,5,5-9,f
massachusetts,falmouth,Falmouth,5,5-9,f
massachusetts,hyannis,Hyannis,5,5-9,f
massachusetts,leominster,Leominster,5,5-9,f
massachusetts,north-adams,North Adams,5,5-9,f
massachusetts,plymouth,Plymouth,5,5-9,f
massachusetts,quincy,Quincy,5,5-9,f
massachusetts,tewksbury,Tewksbury,5,5-9,f
massachusetts,woburn,Woburn,5,5-9,f
michigan,alpena,Alpena,5,5-9,f
michigan,brighton,Brighton,5,5-9,f
michigan,jackson,Jackson,5,5-9,f
michigan,petoskey,Petoskey,5,5-9,f
michigan,troy,Troy,5,5-9,f
michigan,westland,Westland,5,5-9,f
minnesota,bemidji,Bemidji,5,5-9,f
minnesota,burnsville,Burnsville,5,5-9,f
minnesota,eden-prairie,Eden Prairie,5,5-9,f
minnesota,owatonna,Owatonna,5,5-9,f
minnesota,red-wing,Red Wing,5,5-9,f
mississippi,columbus,Columbus,5,5-9,f
mississippi,meridian,Meridian,5,5-9,f
mississippi,tupelo,Tupelo,5,5-9,f
missouri,hannibal,Hannibal,5,5-9,f
missouri,rolla,Rolla,5,5-9,f
missouri,union,Union,5,5-9,f
missouri,warrensburg,Warrensburg,5,5-9,f
missouri,west-plains,West Plains,5,5-9,f
nebraska,columbus,Columbus,5,5-9,f
nebraska,hastings,Hastings,5,5-9,f
new-hampshire,portsmouth,Portsmouth,5,5-9,f
new-jersey,brick,Brick,5,5-9,f
new-jersey,deptford,Deptford,5,5-9,f
new-jersey,edison,Edison,5,5-9,f
new-jersey,freehold,Freehold,5,5-9,f
new-jersey,hoboken,Hoboken,5,5-9,f
new-jersey,neptune,Neptune,5,5-9,f
new-jersey,paramus,Paramus,5,5-9,f
new-jersey,passaic,Passaic,5,5-9,f
new-mexico,farmington,Farmington,5,5-9,f
new-mexico,rio-rancho,Rio Rancho,5,5-9,f
new-york,brentwood,Brentwood,5,5-9,f
new-york,dunkirk,Dunkirk,5,5-9,f
new-york,hempstead,Hempstead,5,5-9,f
new-york,hicksville,Hicksville,5,5-9,f
new-york,ithaca,Ithaca,5,5-9,f
new-york,jackson-heights,Jackson Heights,5,5-9,f
new-york,kingston,Kingston,5,5-9,f
new-york,lockport,Lockport,5,5-9,f
new-york,middletown,Middletown,5,5-9,f
new-york,rhinebeck,Rhinebeck,5,5-9,f
new-york,riverhead,Riverhead,5,5-9,f
new-york,rome,Rome,5,5-9,f
new-york,saranac-lake,Saranac Lake,5,5-9,f
north-carolina,ahoskie,Ahoskie,5,5-9,f
north-carolina,asheboro,Asheboro,5,5-9,f
north-carolina,cary,Cary,5,5-9,f
north-carolina,kinston,Kinston,5,5-9,f
north-carolina,laurinburg,Laurinburg,5,5-9,f
north-carolina,lenoir,Lenoir,5,5-9,f
north-carolina,lexington,Lexington,5,5-9,f
north-carolina,reidsville,Reidsville,5,5-9,f
ohio,eaton,Eaton,5,5-9,f
ohio,massillon,Massillon,5,5-9,f
ohio,norwalk,Norwalk,5,5-9,f
ohio,painesville,Painesville,5,5-9,f
ohio,steubenville,Steubenville,5,5-9,f
ohio,tiffin,Tiffin,5,5-9,f
ohio,zanesville,Zanesville,5,5-9,f
oklahoma,enid,Enid,5,5-9,f
oklahoma,lawton,Lawton,5,5-9,f
oklahoma,mcalester,McAlester,5,5-9,f
oklahoma,norman,Norman,5,5-9,f
pennsylvania,exton,Exton,5,5-9,f
pennsylvania,hazleton,Hazleton,5,5-9,f
pennsylvania,mechanicsburg,Mechanicsburg,5,5-9,f
pennsylvania,media,Media,5,5-9,f
pennsylvania,plymouth-meeting,Plymouth Meeting,5,5-9,f
pennsylvania,pottstown,Pottstown,5,5-9,f
pennsylvania,pottsville,Pottsville,5,5-9,f
pennsylvania,somerset,Somerset,5,5-9,f
pennsylvania,uniontown,Uniontown,5,5-9,f
south-carolina,aiken,Aiken,5,5-9,f
south-carolina,myrtle-beach,Myrtle Beach,5,5-9,f
south-carolina,sumter,Sumter,5,5-9,f
tennessee,gallatin,Gallatin,5,5-9,f
tennessee,lawrenceburg,Lawrenceburg,5,5-9,f
tennessee,madison,Madison,5,5-9,f
tennessee,morristown,Morristown,5,5-9,f
tennessee,oak-ridge,Oak Ridge,5,5-9,f
tennessee,savannah,Savannah,5,5-9,f
tennessee,shelbyville,Shelbyville,5,5-9,f
texas,abilene,Abilene,5,5-9,f
texas,angleton,Angleton,5,5-9,f
texas,cedar-park,Cedar Park,5,5-9,f
texas,lufkin,Lufkin,5,5-9,f
texas,sherman,Sherman,5,5-9,f
utah,cedar-city,Cedar City,5,5-9,f
utah,midvale,Midvale,5,5-9,f
utah,price,Price,5,5-9,f
virginia,abingdon,Abingdon,5,5-9,f
virginia,fairfax,Fairfax,5,5-9,t
virginia,henrico,Henrico,5,5-9,f
virginia,norton,Norton,5,5-9,f
virginia,vienna,Vienna,5,5-9,f
washington,bremerton,Bremerton,5,5-9,f
washington,centralia,Centralia,5,5-9,f
washington,edmonds,Edmonds,5,5-9,f
washington,lakewood,Lakewood,5,5-9,f
west-virginia,clarksburg,Clarksburg,5,5-9,f
west-virginia,weirton,Weirton,5,5-9,f
wisconsin,hudson,Hudson,5,5-9,f
wisconsin,janesville,Janesville,5,5-9,f
wisconsin,oshkosh,Oshkosh,5,5-9,f
wisconsin,racine,Racine,5,5-9,f
wisconsin,wausau,Wausau,5,5-9,f
wisconsin,wisconsin-rapids,Wisconsin Rapids,5,5-9,f
wyoming,cheyenne,Cheyenne,5,5-9,f
alabama,bessemer,Bessemer,4,1-4,f
alabama,decatur,Decatur,4,1-4,f
alabama,demopolis,Demopolis,4,1-4,f
alabama,florence,Florence,4,1-4,f
alabama,fort-payne,Fort Payne,4,1-4,f
alabama,gadsden,Gadsden,4,1-4,f
alabama,guntersville,Guntersville,4,1-4,f
alaska,sitka,Sitka,4,1-4,f
arizona,nogales,Nogales,4,1-4,f
arizona,payson,Payson,4,1-4,f
arizona,safford,Safford,4,1-4,f
arizona,tempe,Tempe,4,1-4,f
arizona,wickenburg,Wickenburg,4,1-4,f
arkansas,batesville,Batesville,4,1-4,f
arkansas,bentonville,Bentonville,4,1-4,t
arkansas,malvern,Malvern,4,1-4,f
arkansas,pine-bluff,Pine Bluff,4,1-4,f
arkansas,west-memphis,West Memphis,4,1-4,f
california,barstow,Barstow,4,1-4,f
california,beverly-hills,Beverly Hills,4,1-4,f
california,canoga-park,Canoga Park,4,1-4,f
california,el-monte,El Monte,4,1-4,f
california,elk-grove,Elk Grove,4,1-4,f
california,fremont,Fremont,4,1-4,f
california,lynwood,Lynwood,4,1-4,f
california,martinez,Martinez,4,1-4,f
california,merced,Merced,4,1-4,f
california,mission-viejo,Mission Viejo,4,1-4,f
california,palo-alto,Palo Alto,4,1-4,f
california,redlands,Redlands,4,1-4,f
california,san-luis-obispo,San Luis Obispo,4,1-4,f
california,walnut-creek,Walnut Creek,4,1-4,f
california,whittier,Whittier,4,1-4,f
colorado,alamosa,Alamosa,4,1-4,f
colorado,arvada,Arvada,4,1-4,f
colorado,brighton,Brighton,4,1-4,f
colorado,commerce-city,Commerce City,4,1-4,f
colorado,glenwood-springs,Glenwood Springs,4,1-4,f
colorado,parker,Parker,4,1-4,f
connecticut,branford,Branford,4,1-4,f
connecticut,groton,Groton,4,1-4,f
connecticut,west-haven,West Haven,4,1-4,f
florida,bunnell,Bunnell,4,1-4,f
florida,deland,Deland,4,1-4,f
florida,longwood,Longwood,4,1-4,f
florida,miami-beach,Miami Beach,4,1-4,f
florida,saint-petersburg,Saint Petersburg,4,1-4,f
florida,sanford,Sanford,4,1-4,f
florida,tequesta,Tequesta,4,1-4,f
florida,titusville,Titusville,4,1-4,f
georgia,alpharetta,Alpharetta,4,1-4,f
georgia,carrollton,Carrollton,4,1-4,f
georgia,dublin,Dublin,4,1-4,f
georgia,newnan,Newnan,4,1-4,f
georgia,peachtree-corners,Peachtree Corners,4,1-4,f
georgia,thomasville,Thomasville,4,1-4,f
georgia,winder,Winder,4,1-4,f
georgia,woodstock,Woodstock,4,1-4,f
hawaii,hilo,Hilo,4,1-4,f
hawaii,lihue,Lihue,4,1-4,f
hawaii,pearl-city,Pearl City,4,1-4,f
idaho,emmett,Emmett,4,1-4,f
idaho,payette,Payette,4,1-4,f
illinois,berwyn,Berwyn,4,1-4,f
illinois,buffalo-grove,Buffalo Grove,4,1-4,f
illinois,carbondale,Carbondale,4,1-4,f
illinois,champaign,Champaign,4,1-4,f
illinois,charleston,Charleston,4,1-4,f
illinois,chicago-heights,Chicago Heights,4,1-4,f
illinois,dixon,Dixon,4,1-4,f
illinois,elmhurst,Elmhurst,4,1-4,f
illinois,gurnee,Gurnee,4,1-4,f
illinois,lombard,Lombard,4,1-4,f
illinois,mattoon,Mattoon,4,1-4,f
illinois,maywood,Maywood,4,1-4,f
illinois,mchenry,McHenry,4,1-4,f
illinois,melrose-park,Melrose Park,4,1-4,f
illinois,moline,Moline,4,1-4,f
illinois,mount-vernon,Mount Vernon,4,1-4,f
illinois,palos-heights,Palos Heights,4,1-4,f
illinois,skokie,Skokie,4,1-4,f
indiana,bedford,Bedford,4,1-4,f
indiana,clarksville,Clarksville,4,1-4,f
indiana,gary,Gary,4,1-4,f
indiana,goshen,Goshen,4,1-4,f
indiana,greenwood,Greenwood,4,1-4,f
indiana,huntington,Huntington,4,1-4,f
indiana,la-porte,La Porte,4,1-4,f
indiana,martinsville,Martinsville,4,1-4,f
indiana,mishawaka,Mishawaka,4,1-4,f
indiana,new-albany,New Albany,4,1-4,f
indiana,seymour,Seymour,4,1-4,f
iowa,clinton,Clinton,4,1-4,f
iowa,council-bluffs,Council Bluffs,4,1-4,f
iowa,dubuque,Dubuque,4,1-4,f
iowa,mason-city,Mason City,4,1-4,f
iowa,spirit-lake,Spirit Lake,4,1-4,f
kentucky,campbellsville,Campbellsville,4,1-4,f
kentucky,columbia,Columbia,4,1-4,f
kentucky,fort-mitchell,Fort Mitchell,4,1-4,f
kentucky,glasgow,Glasgow,4,1-4,f
kentucky,madisonville,Madisonville,4,1-4,f
kentucky,maysville,Maysville,4,1-4,f
kentucky,mount-sterling,Mount Sterling,4,1-4,f
kentucky,paris,Paris,4,1-4,f
kentucky,radcliff,Radcliff,4,1-4,f
kentucky,williamsburg,Williamsburg,4,1-4,f
louisiana,bogalusa,Bogalusa,4,1-4,f
louisiana,covington,Covington,4,1-4,f
louisiana,gretna,Gretna,4,1-4,f
louisiana,ruston,Ruston,4,1-4,f
maine,auburn,Auburn,4,1-4,f
maine,augusta,Augusta,4,1-4,f
maine,biddeford,Biddeford,4,1-4,f
maine,caribou,Caribou,4,1-4,f
maine,machias,Machias,4,1-4,f
maryland,aberdeen,Aberdeen,4,1-4,f
maryland,chestertown,Chestertown,4,1-4,f
maryland,essex,Essex,4,1-4,f
maryland,owings-mills,Owings Mills,4,1-4,f
maryland,prince-frederick,Prince Frederick,4,1-4,f
maryland,princess-anne,Princess Anne,4,1-4,f
maryland,rosedale,Rosedale,4,1-4,f
massachusetts,cambridge,Cambridge,4,1-4,f
massachusetts,gardner,Gardner,4,1-4,f
massachusetts,haverhill,Haverhill,4,1-4,f
massachusetts,jamaica-plain,Jamaica Plain,4,1-4,f
massachusetts,millbury,Millbury,4,1-4,f
massachusetts,somerville,Somerville,4,1-4,f
massachusetts,south-weymouth,South Weymouth,4,1-4,f
massachusetts,waltham,Waltham,4,1-4,f
massachusetts,west-springfield,West Springfield,4,1-4,f
michigan,benton-harbor,Benton Harbor,4,1-4,f
michigan,clare,Clare,4,1-4,f
michigan,highland-park,Highland Park,4,1-4,f
michigan,lapeer,Lapeer,4,1-4,f
michigan,manistee,Manistee,4,1-4,f
michigan,monroe,Monroe,4,1-4,f
michigan,pontiac,Pontiac,4,1-4,f
michigan,royal-oak,Royal Oak,4,1-4,f
michigan,saint-ignace,Saint Ignace,4,1-4,f
michigan,sault-sainte-marie,Sault Sainte Marie,4,1-4,f
michigan,taylor,Taylor,4,1-4,f
michigan,walled-lake,Walled Lake,4,1-4,f
michigan,warren,Warren,4,1-4,f
minnesota,albert-lea,Albert Lea,4,1-4,f
minnesota,anoka,Anoka,4,1-4,f
minnesota,austin,Austin,4,1-4,f
minnesota,chaska,Chaska,4,1-4,f
minnesota,detroit-lakes,Detroit Lakes,4,1-4,f
minnesota,hastings,Hastings,4,1-4,f
minnesota,hutchinson,Hutchinson,4,1-4,f
minnesota,lakeville,Lakeville,4,1-4,f
minnesota,monticello,Monticello,4,1-4,t
minnesota,winona,Winona,4,1-4,f
mississippi,biloxi,Biloxi,4,1-4,f
mississippi,flowood,Flowood,4,1-4,f
mississippi,gulfport,Gulfport,4,1-4,f
mississippi,oxford,Oxford,4,1-4,f
missouri,branson,Branson,4,1-4,f
missouri,fulton,Fulton,4,1-4,f
missouri,lees-summit,Lees Summit,4,1-4,f
missouri,nevada,Nevada,4,1-4,f
missouri,o-fallon,O Fallon,4,1-4,f
missouri,poplar-bluff,Poplar Bluff,4,1-4,f
montana,butte,Butte,4,1-4,f
nevada,elko,Elko,4,1-4,f
new-hampshire,laconia,Laconia,4,1-4,f
new-hampshire,rochester,Rochester,4,1-4,f
new-jersey,asbury-park,Asbury Park,4,1-4,f
new-jersey,bridgeton,Bridgeton,4,1-4,f
new-jersey,clifton,Clifton,4,1-4,f
new-jersey,egg-harbor-township,Egg Harbor Township,4,1-4,f
new-jersey,fair-lawn,Fair Lawn,4,1-4,f
new-jersey,flemington,Flemington,4,1-4,f
new-jersey,monmouth-junction,Monmouth Junction,4,1-4,t
new-jersey,montclair,Montclair,4,1-4,f
new-jersey,morristown,Morristown,4,1-4,f
new-jersey,newton,Newton,4,1-4,f
new-jersey,north-brunswick,North Brunswick,4,1-4,f
new-jersey,parsippany,Parsippany,4,1-4,f
new-jersey,voorhees,Voorhees,4,1-4,f
new-mexico,carlsbad,Carlsbad,4,1-4,f
new-mexico,las-vegas,Las Vegas,4,1-4,f
new-mexico,roswell,Roswell,4,1-4,f
new-mexico,silver-city,Silver City,4,1-4,f
new-york,amsterdam,Amsterdam,4,1-4,f
new-york,batavia,Batavia,4,1-4,f
new-york,cortland,Cortland,4,1-4,f
new-york,flushing,Flushing,4,1-4,f
new-york,fulton,Fulton,4,1-4,f
new-york,hudson,Hudson,4,1-4,f
new-york,huntington,Huntington,4,1-4,f
new-york,jamestown,Jamestown,4,1-4,f
new-york,mount-kisco,Mount Kisco,4,1-4,f
new-york,newburgh,Newburgh,4,1-4,f
new-york,ogdensburg,Ogdensburg,4,1-4,f
new-york,patchogue,Patchogue,4,1-4,f
new-york,queensbury,Queensbury,4,1-4,f
new-york,tarrytown,Tarrytown,4,1-4,f
new-york,troy,Troy,4,1-4,f
new-york,wellsville,Wellsville,4,1-4,f
north-carolina,boone,Boone,4,1-4,f
north-carolina,burlington,Burlington,4,1-4,f
north-carolina,henderson,Henderson,4,1-4,f
north-carolina,hendersonville,Hendersonville,4,1-4,f
north-carolina,lillington,Lillington,4,1-4,f
north-carolina,lincolnton,Lincolnton,4,1-4,f
north-carolina,marion,Marion,4,1-4,f
north-carolina,monroe,Monroe,4,1-4,f
north-carolina,north-wilkesboro,North Wilkesboro,4,1-4,f
north-carolina,pinehurst,Pinehurst,4,1-4,f
north-carolina,rockingham,Rockingham,4,1-4,f
north-carolina,rocky-mount,Rocky Mount,4,1-4,f
north-carolina,wilson,Wilson,4,1-4,f
north-dakota,devils-lake,Devils Lake,4,1-4,f
ohio,circleville,Circleville,4,1-4,f
ohio,franklin,Franklin,4,1-4,f
ohio,lorain,Lorain,4,1-4,f
ohio,maumee,Maumee,4,1-4,f
ohio,medina,Medina,4,1-4,f
ohio,middletown,Middletown,4,1-4,f
ohio,napoleon,Napoleon,4,1-4,f
ohio,niles,Niles,4,1-4,f
ohio,wilmington,Wilmington,4,1-4,f
ohio,xenia,Xenia,4,1-4,f
oklahoma,miami,Miami,4,1-4,f
oklahoma,stillwater,Stillwater,4,1-4,f
oklahoma,tahlequah,Tahlequah,4,1-4,f
oregon,beaverton,Beaverton,4,1-4,f
oregon,corvallis,Corvallis,4,1-4,f
oregon,grants-pass,Grants Pass,4,1-4,f
oregon,hermiston,Hermiston,4,1-4,f
oregon,newport,Newport,4,1-4,f
pennsylvania,bradford,Bradford,4,1-4,f
pennsylvania,clearfield,Clearfield,4,1-4,f
pennsylvania,coatesville,Coatesville,4,1-4,f
pennsylvania,du-bois,Du Bois,4,1-4,f
pennsylvania,lehighton,Lehighton,4,1-4,f
pennsylvania,malvern,Malvern,4,1-4,f
pennsylvania,mansfield,Mansfield,4,1-4,f
pennsylvania,new-castle,New Castle,4,1-4,f
pennsylvania,waynesburg,Waynesburg,4,1-4,f
pennsylvania,wexford,Wexford,4,1-4,f
rhode-island,cranston,Cranston,4,1-4,f
south-carolina,anderson,Anderson,4,1-4,f
south-carolina,charleston,Charleston,4,1-4,t
south-carolina,greenwood,Greenwood,4,1-4,f
south-carolina,lancaster,Lancaster,4,1-4,f
south-carolina,lexington,Lexington,4,1-4,f
south-carolina,seneca,Seneca,4,1-4,f
south-dakota,huron,Huron,4,1-4,f
tennessee,maryville,Maryville,4,1-4,f
tennessee,mountain-city,Mountain City,4,1-4,f
tennessee,smyrna,Smyrna,4,1-4,f
tennessee,union-city,Union City,4,1-4,f
texas,cypress,Cypress,4,1-4,f
texas,greenville,Greenville,4,1-4,f
texas,mansfield,Mansfield,4,1-4,f
texas,mckinney,McKinney,4,1-4,t
texas,plano,Plano,4,1-4,f
texas,richmond,Richmond,4,1-4,f
texas,texarkana,Texarkana,4,1-4,f
texas,texas-city,Texas City,4,1-4,f
texas,wichita-falls,Wichita Falls,4,1-4,f
utah,heber-city,Heber City,4,1-4,f
utah,park-city,Park City,4,1-4,f
utah,riverton,Riverton,4,1-4,f
utah,spanish-fork,Spanish Fork,4,1-4,f
utah,west-valley-city,West Valley City,4,1-4,f
vermont,bennington,Bennington,4,1-4,f
vermont,brattleboro,Brattleboro,4,1-4,f
vermont,newport,Newport,4,1-4,f
vermont,randolph,Randolph,4,1-4,f
vermont,saint-albans,Saint Albans,4,1-4,f
virginia,clintwood,Clintwood,4,1-4,f
virginia,front-royal,Front Royal,4,1-4,f
virginia,salem,Salem,4,1-4,f
virginia,staunton,Staunton,4,1-4,f
virginia,woodbridge,Woodbridge,4,1-4,f
virginia,wytheville,Wytheville,4,1-4,f
washington,chehalis,Chehalis,4,1-4,f
washington,kirkland,Kirkland,4,1-4,f
washington,lynnwood,Lynnwood,4,1-4,f
washington,monroe,Monroe,4,1-4,f
washington,oak-harbor,Oak Harbor,4,1-4,f
washington,puyallup,Puyallup,4,1-4,f
washington,redmond,Redmond,4,1-4,f
west-virginia,fairmont,Fairmont,4,1-4,f
west-virginia,parkersburg,Parkersburg,4,1-4,f
west-virginia,williamson,Williamson,4,1-4,f
wisconsin,hayward,Hayward,4,1-4,f
wisconsin,la-crosse,La Crosse,4,1-4,f
wisconsin,marinette,Marinette,4,1-4,f
wisconsin,menomonie,Menomonie,4,1-4,f
wisconsin,sheboygan,Sheboygan,4,1-4,f
wisconsin,waupaca,Waupaca,4,1-4,f
wyoming,casper,Casper,4,1-4,f
alabama,anniston,Anniston,3,1-4,f
alabama,cullman,Cullman,3,1-4,f
alabama,daphne,Daphne,3,1-4,f
alabama,greenville,Greenville,3,1-4,f
alabama,luverne,Luverne,3,1-4,f
alabama,phenix-city,Phenix City,3,1-4,f
alaska,barrow,Barrow,3,1-4,f
alaska,homer,Homer,3,1-4,f
alaska,palmer,Palmer,3,1-4,f
arizona,apache-junction,Apache Junction,3,1-4,f
arizona,benson,Benson,3,1-4,f
arizona,buckeye,Buckeye,3,1-4,t
arizona,holbrook,Holbrook,3,1-4,f
arkansas,cabot,Cabot,3,1-4,f
arkansas,clinton,Clinton,3,1-4,f
arkansas,crossett,Crossett,3,1-4,f
arkansas,forrest-city,Forrest City,3,1-4,f
arkansas,harrison,Harrison,3,1-4,f
arkansas,maumelle,Maumelle,3,1-4,f
arkansas,mountain-home,Mountain Home,3,1-4,f
arkansas,newport,Newport,3,1-4,f
arkansas,rogers,Rogers,3,1-4,f
arkansas,van-buren,Van Buren,3,1-4,f
california,brea,Brea,3,1-4,f
california,calabasas,Calabasas,3,1-4,f
california,calexico,Calexico,3,1-4,f
california,campbell,Campbell,3,1-4,f
california,carlsbad,Carlsbad,3,1-4,f
california,chino,Chino,3,1-4,f
california,dana-point,Dana Point,3,1-4,f
california,davis,Davis,3,1-4,f
california,el-cajon,El Cajon,3,1-4,f
california,fairfield,Fairfield,3,1-4,f
california,fort-bragg,Fort Bragg,3,1-4,f
california,fullerton,Fullerton,3,1-4,f
california,gardena,Gardena,3,1-4,f
california,inglewood,Inglewood,3,1-4,f
california,irvine,Irvine,3,1-4,f
california,king-city,King City,3,1-4,f
california,la-mesa,La Mesa,3,1-4,f
california,lompoc,Lompoc,3,1-4,f
california,madera,Madera,3,1-4,f
california,manhattan-beach,Manhattan Beach,3,1-4,f
california,national-city,National City,3,1-4,f
california,north-hollywood,North Hollywood,3,1-4,f
california,northridge,Northridge,3,1-4,f
california,orland,Orland,3,1-4,f
california,oroville,Oroville,3,1-4,f
california,placerville,Placerville,3,1-4,f
